timestamp,camera_id,frame_id,decode_ms,detection_ms,tracking_ms,reid_ms,matching_ms,total_ai_ms
2026-09-01T15:49:12.676670+07:00,c11,32,42.562,16.073,0.000,0.000,0.002,58.638
2026-09-01T15:49:12.676723+07:00,c12,29,45.418,16.073,0.000,0.000,0.001,61.492
2026-09-01T15:49:12.685688+07:00,c10,32,98.577,8.896,0.000,0.000,0.002,107.475
2026-09-01T15:49:12.693115+07:00,c12,30,46.545,7.346,0.000,0.000,0.001,53.893
2026-09-01T15:49:12.733789+07:00,c11,33,52.261,15.488,0.000,0.000,0.003,67.752
2026-09-01T15:49:12.733844+07:00,c12,31,27.469,15.488,0.000,0.000,0.001,42.958
2026-09-01T15:49:12.750303+07:00,c8,33,234.420,16.395,0.000,0.000,0.002,250.818
2026-09-01T15:49:12.750351+07:00,c11,34,28.388,16.395,0.000,0.000,0.001,44.784
2026-09-01T15:49:12.761912+07:00,c8,34,1.537,11.491,0.000,0.000,0.002,13.030
2026-09-01T15:49:12.782624+07:00,c8,35,2.203,20.624,0.000,0.000,0.002,22.829
2026-09-01T15:49:12.782672+07:00,c11,35,37.217,20.624,0.000,0.000,0.001,57.842
2026-09-01T15:49:12.782695+07:00,c12,32,46.464,20.624,0.000,0.000,0.000,67.089
2026-09-01T15:49:12.791064+07:00,c8,36,1.042,8.320,0.000,0.000,0.001,9.364
2026-09-01T15:49:12.798703+07:00,c8,37,15.478,7.573,0.000,0.000,0.002,23.053
2026-09-01T15:49:12.806180+07:00,c8,38,20.456,7.399,0.000,0.000,0.002,27.856
2026-09-01T15:49:12.839592+07:00,c12,33,49.976,8.276,0.000,0.000,0.003,58.254
2026-09-01T15:49:12.873347+07:00,c8,39,50.450,8.575,0.000,0.000,0.003,59.028
2026-09-01T15:49:12.907143+07:00,c8,40,27.695,8.667,0.000,0.000,0.002,36.364
2026-09-01T15:49:12.941664+07:00,c8,41,41.912,9.372,0.000,0.000,0.003,51.287
2026-09-01T15:49:12.985657+07:00,c8,42,47.986,18.852,0.000,0.000,0.003,66.841
2026-09-01T15:49:12.985716+07:00,c11,36,203.101,18.852,0.000,0.000,0.001,221.954
2026-09-01T15:49:12.999825+07:00,c11,37,7.737,14.037,0.000,0.000,0.003,21.776
2026-09-01T15:49:13.019296+07:00,c8,43,34.268,19.379,0.000,0.000,0.003,53.651
2026-09-01T15:49:13.019343+07:00,c11,38,4.469,19.379,0.000,0.000,0.001,23.849
2026-09-01T15:49:13.030185+07:00,c11,39,10.025,10.777,0.000,0.000,0.002,20.804
2026-09-01T15:49:13.039469+07:00,c11,40,6.860,9.199,0.000,0.000,0.002,16.061
2026-09-01T15:49:13.051630+07:00,c8,44,37.237,12.088,0.000,0.000,0.002,49.327
2026-09-01T15:49:13.099383+07:00,c10,33,0.616,22.631,0.000,0.000,0.002,23.249
2026-09-01T15:49:13.099439+07:00,c11,41,47.385,22.631,0.000,0.000,0.001,70.016
2026-09-01T15:49:13.136335+07:00,c8,45,58.288,36.834,0.000,0.000,0.003,95.124
2026-09-01T15:49:13.136386+07:00,c10,34,1.348,36.834,0.000,0.000,0.001,38.183
2026-09-01T15:49:13.136412+07:00,c11,42,35.983,36.834,0.000,0.000,0.001,72.817
2026-09-01T15:49:13.136433+07:00,c12,34,1.780,36.834,0.000,0.000,0.001,38.615
2026-09-01T15:49:13.186369+07:00,c8,46,15.806,49.868,0.000,0.000,0.002,65.677
2026-09-01T15:49:13.186425+07:00,c9,33,502.198,49.868,0.000,0.000,0.001,552.067
2026-09-01T15:49:13.186454+07:00,c10,35,1.547,49.868,0.000,0.000,0.001,51.416
2026-09-01T15:49:13.186479+07:00,c11,43,34.998,49.868,0.000,0.000,0.001,84.866
2026-09-01T15:49:13.186502+07:00,c12,35,1.857,49.868,0.000,0.000,0.001,51.726
2026-09-01T15:49:13.230817+07:00,c8,47,43.674,44.252,0.000,0.000,0.002,87.928
2026-09-01T15:49:13.230864+07:00,c9,34,21.304,44.252,0.000,0.000,0.001,65.557
2026-09-01T15:49:13.230890+07:00,c10,36,1.346,44.252,0.000,0.000,0.001,45.598
2026-09-01T15:49:13.230914+07:00,c11,44,44.093,44.252,0.000,0.000,0.001,88.346
2026-09-01T15:49:13.230939+07:00,c12,36,19.428,44.252,0.000,0.000,0.001,63.680
2026-09-01T15:49:13.271318+07:00,c8,48,51.238,40.242,0.000,0.000,0.003,91.484
2026-09-01T15:49:13.271387+07:00,c9,35,1.412,40.242,0.000,0.000,0.001,41.656
2026-09-01T15:49:13.271421+07:00,c10,37,36.338,40.242,0.000,0.000,0.001,76.582
2026-09-01T15:49:13.271446+07:00,c11,45,36.762,40.242,0.000,0.000,0.001,77.005
2026-09-01T15:49:13.271505+07:00,c12,37,21.818,40.242,0.000,0.000,0.002,62.062
2026-09-01T15:49:13.308475+07:00,c8,49,30.872,36.881,0.000,0.000,0.002,67.755
2026-09-01T15:49:13.308526+07:00,c9,36,0.856,36.881,0.000,0.000,0.001,37.738
2026-09-01T15:49:13.308554+07:00,c10,38,39.576,36.881,0.000,0.000,0.001,76.458
2026-09-01T15:49:13.308575+07:00,c11,46,36.027,36.881,0.000,0.000,0.001,72.909
2026-09-01T15:49:13.308606+07:00,c12,38,36.068,36.881,0.000,0.000,0.001,72.950
2026-09-01T15:49:13.349632+07:00,c8,50,36.700,40.956,0.000,0.000,0.002,77.659
2026-09-01T15:49:13.349686+07:00,c9,37,30.418,40.956,0.000,0.000,0.001,71.375
2026-09-01T15:49:13.349709+07:00,c10,39,37.007,40.956,0.000,0.000,0.001,77.964
2026-09-01T15:49:13.349730+07:00,c11,47,64.061,40.956,0.000,0.000,0.001,105.017
2026-09-01T15:49:13.349750+07:00,c12,39,36.543,40.956,0.000,0.000,0.000,77.500
2026-09-01T15:49:13.386744+07:00,c8,51,50.449,36.931,0.000,0.000,0.002,87.382
2026-09-01T15:49:13.386786+07:00,c9,38,34.989,36.931,0.000,0.000,0.001,71.921
2026-09-01T15:49:13.386807+07:00,c10,40,57.465,36.931,0.000,0.000,0.001,94.396
2026-09-01T15:49:13.386827+07:00,c11,48,18.191,36.931,0.000,0.000,0.000,55.122
2026-09-01T15:49:13.386846+07:00,c12,40,47.644,36.931,0.000,0.000,0.000,84.575
2026-09-01T15:49:13.421103+07:00,c8,52,31.709,34.196,0.000,0.000,0.003,65.907
2026-09-01T15:49:13.421150+07:00,c9,39,43.808,34.196,0.000,0.000,0.001,78.005
2026-09-01T15:49:13.421174+07:00,c10,41,33.427,34.196,0.000,0.000,0.001,67.623
2026-09-01T15:49:13.421197+07:00,c11,49,38.876,34.196,0.000,0.000,0.001,73.073
2026-09-01T15:49:13.421216+07:00,c12,41,34.588,34.196,0.000,0.000,0.001,68.784
2026-09-01T15:49:13.452958+07:00,c8,53,38.061,31.680,0.000,0.000,0.002,69.744
2026-09-01T15:49:13.453002+07:00,c9,40,44.938,31.680,0.000,0.000,0.001,76.619
2026-09-01T15:49:13.453023+07:00,c10,42,21.033,31.680,0.000,0.000,0.000,52.714
2026-09-01T15:49:13.453043+07:00,c11,50,49.109,31.680,0.000,0.000,0.001,80.790
2026-09-01T15:49:13.453062+07:00,c12,42,38.674,31.680,0.000,0.000,0.000,70.355
2026-09-01T15:49:13.486731+07:00,c8,54,50.489,33.604,0.000,0.000,0.003,84.095
2026-09-01T15:49:13.486784+07:00,c9,41,34.640,33.604,0.000,0.000,0.001,68.245
2026-09-01T15:49:13.486812+07:00,c10,43,46.905,33.604,0.000,0.000,0.001,80.510
2026-09-01T15:49:13.486838+07:00,c11,51,29.888,33.604,0.000,0.000,0.001,63.493
2026-09-01T15:49:13.486857+07:00,c12,43,45.188,33.604,0.000,0.000,0.000,78.792
2026-09-01T15:49:13.517595+07:00,c8,55,34.499,30.677,0.000,0.000,0.002,65.178
