frame,source_clip,local_frame,camera,person,x,y,w,h,occluded,track_id
478,clip_c9_20260727_150719.avi,22,c9,4,899.7,75.7,82.5,136.2,1,11
479,clip_c9_20260727_150719.avi,23,c9,4,899.7,75.7,72.0,136.2,1,11
480,clip_c9_20260727_150719.avi,24,c9,4,912.6,75.7,55.5,144.1,1,11
481,clip_c9_20260727_150719.avi,25,c9,4,918.6,82.3,57.4,137.5,1,11
482,clip_c9_20260727_150719.avi,26,c9,4,918.6,82.3,59.1,155.5,1,11
483,clip_c9_20260727_150719.avi,27,c9,4,913.9,82.3,63.8,155.5,1,11
484,clip_c9_20260727_150719.avi,28,c9,4,913.9,89.7,60.2,155.5,1,11
485,clip_c9_20260727_150719.avi,29,c9,4,912.5,89.7,56.5,159.8,1,11
486,clip_c9_20260727_150719.avi,30,c9,4,908.5,94.8,60.5,155.8,1,11
487,clip_c9_20260727_150719.avi,31,c9,4,908.5,98.2,61.9,161.2,1,11
488,clip_c9_20260727_150719.avi,32,c9,4,908.5,100.5,69.0,169.1,1,11
489,clip_c9_20260727_150719.avi,33,c9,4,904.7,104.0,70.1,174.0,1,11
490,clip_c9_20260727_150719.avi,34,c9,4,898.9,109.8,67.8,177.4,1,11
491,clip_c9_20260727_150719.avi,35,c9,4,888.5,109.8,68.6,177.4,1,11
492,clip_c9_20260727_150719.avi,36,c9,4,883.9,109.8,64.0,190.4,0,11
493,clip_c9_20260727_150719.avi,37,c9,4,883.9,122.8,64.0,188.1,0,11
494,clip_c9_20260727_150719.avi,38,c9,4,876.6,122.8,71.3,188.1,0,11
495,clip_c9_20260727_150719.avi,39,c9,4,866.6,130.5,71.3,188.5,0,11
496,clip_c9_20260727_150719.avi,40,c9,4,863.1,134.7,74.8,199.3,0,11
497,clip_c9_20260727_150719.avi,41,c9,4,857.0,139.3,73.6,194.7,0,11
498,clip_c9_20260727_150719.avi,42,c9,4,852.4,139.3,78.2,199.7,0,11
499,clip_c9_20260727_150719.avi,43,c9,4,857.0,146.6,77.4,207.4,0,11
500,clip_c9_20260727_150719.avi,44,c9,4,861.6,152.4,75.5,205.4,0,11
501,clip_c9_20260727_150719.avi,45,c9,4,861.6,155.5,83.6,202.3,0,11
502,clip_c9_20260727_150719.avi,46,c9,4,861.6,162.0,83.6,218.0,0,11
503,clip_c9_20260727_150719.avi,47,c9,4,851.8,162.0,81.2,228.7,0,11
504,clip_c9_20260727_150719.avi,48,c9,4,842.8,167.4,87.1,223.3,0,11
505,clip_c9_20260727_150719.avi,49,c9,4,842.8,177.3,99.7,236.3,0,11
506,clip_c9_20260727_150719.avi,50,c9,4,849.1,177.3,97.9,247.1,0,11
507,clip_c9_20260727_150719.avi,51,c9,4,854.0,185.4,93.0,243.9,0,11
508,clip_c9_20260727_150719.avi,52,c9,4,853.1,192.1,97.9,261.5,0,11
509,clip_c9_20260727_150719.avi,53,c9,4,853.1,196.6,99.7,268.7,0,11
510,clip_c9_20260727_150719.avi,54,c9,4,859.2,202.6,98.2,262.7,0,11
511,clip_c9_20260727_150719.avi,55,c9,4,877.1,207.4,115.5,282.3,0,11
512,clip_c9_20260727_150719.avi,56,c9,4,898.6,207.4,94.0,293.0,0,11
513,clip_c9_20260727_150719.avi,57,c9,4,911.1,207.4,95.8,293.0,0,11
514,clip_c9_20260727_150719.avi,58,c9,4,926.0,222.3,100.6,307.9,0,11
515,clip_c9_20260727_150719.avi,59,c9,4,943.9,227.1,111.3,317.4,0,11
516,clip_c9_20260727_150719.avi,60,c9,4,979.0,233.1,95.3,311.4,0,11
517,clip_c9_20260727_150719.avi,61,c9,4,1000.5,243.8,135.8,300.7,0,11
518,clip_c9_20260727_150719.avi,62,c9,4,1005.3,243.8,162.0,310.8,0,11
519,clip_c9_20260727_150719.avi,63,c9,4,1060.7,248.0,120.9,306.6,0,11
520,clip_c9_20260727_150719.avi,64,c9,4,1110.8,248.0,128.5,330.6,0,11
521,clip_c9_20260727_150719.avi,65,c9,4,1110.8,261.2,171.2,323.4,0,11
522,clip_c9_20260727_150719.avi,66,c9,4,1187.1,261.2,116.5,323.4,0,11
523,clip_c9_20260727_150719.avi,67,c9,4,1221.9,261.2,110.3,323.4,0,11
524,clip_c9_20260727_150719.avi,68,c9,4,1221.9,293.2,110.3,291.4,1,11
526,clip_c8_20260727_150740.avi,0,c8,4,181.6,807.05,265.79,231.45,0,12
527,clip_c8_20260727_150740.avi,1,c8,4,218.6,807.05,245.7,261.35,0,12
528,clip_c8_20260727_150740.avi,2,c8,4,264.5,825.8,297.0,246.6,0,12
529,clip_c8_20260727_150740.avi,3,c8,4,309.5,832.5,258.2,243.9,0,12
530,clip_c8_20260727_150740.avi,4,c8,4,365.2,827.1,274.3,249.7,0,12
531,clip_c8_20260727_150740.avi,5,c8,4,428.1,819.1,289.9,257.7,0,12
532,clip_c8_20260727_150740.avi,6,c8,4,477.6,788.3,240.4,288.5,0,12
533,clip_c8_20260727_150740.avi,7,c8,4,556.5,772.7,203.4,273.3,0,12
534,clip_c8_20260727_150740.avi,8,c8,4,621.5,759.7,239.4,286.3,1,12
535,clip_c8_20260727_150740.avi,9,c8,4,685.5,730.7,175.4,315.3,1,12
536,clip_c8_20260727_150740.avi,10,c8,4,735.5,698.7,252.4,347.3,1,12
537,clip_c8_20260727_150740.avi,11,c8,4,929.5,698.7,95.4,208.3,1,12
538,clip_c8_20260727_150740.avi,12,c8,4,929.5,698.7,106.4,234.3,1,12
539,clip_c8_20260727_150740.avi,13,c8,4,929.5,589.7,212.4,343.3,1,12
540,clip_c8_20260727_150740.avi,14,c8,4,963.5,551.7,192.4,340.3,0,12
541,clip_c8_20260727_150740.avi,15,c8,4,1027.5,513.7,200.4,326.3,0,12
542,clip_c8_20260727_150740.avi,16,c8,4,1060.5,486.7,213.4,351.3,0,12
543,clip_c8_20260727_150740.avi,17,c8,4,1103.5,453.7,193.4,350.3,0,12
544,clip_c8_20260727_150740.avi,18,c8,4,1135.5,453.7,161.4,278.3,1,12
545,clip_c8_20260727_150740.avi,19,c8,4,1163.5,377.7,167.4,354.3,1,12
546,clip_c8_20260727_150740.avi,20,c8,4,1211.5,351.7,150.4,326.3,1,12
547,clip_c8_20260727_150740.avi,21,c8,4,1244.5,324.7,171.4,327.3,1,12
548,clip_c8_20260727_150740.avi,22,c8,4,1257.5,303.7,166.4,345.3,1,12
549,clip_c8_20260727_150740.avi,23,c8,4,1283.5,274.7,155.4,318.3,1,12
550,clip_c8_20260727_150740.avi,24,c8,4,1283.5,254.7,164.4,304.3,1,12
551,clip_c8_20260727_150740.avi,25,c8,4,1331.5,239.7,115.4,319.3,1,12
552,clip_c8_20260727_150740.avi,26,c8,4,1361.5,218.7,112.4,276.3,1,12
553,clip_c8_20260727_150740.avi,27,c8,4,1378.5,202.7,122.4,288.3,1,12
554,clip_c8_20260727_150740.avi,28,c8,4,1378.5,183.7,127.4,307.3,1,12
555,clip_c8_20260727_150740.avi,29,c8,4,1401.5,167.7,104.4,244.3,0,12
556,clip_c8_20260727_150740.avi,30,c8,4,1401.5,154.7,110.4,257.3,0,12
557,clip_c8_20260727_150740.avi,31,c8,4,1418.5,143.7,107.4,260.3,0,12
558,clip_c8_20260727_150740.avi,32,c8,4,1454.5,135.7,98.4,242.3,0,12
559,clip_c8_20260727_150740.avi,33,c8,4,1454.5,127.7,105.4,250.3,0,12
560,clip_c8_20260727_150740.avi,34,c8,4,1479.5,119.7,103.4,246.3,0,12
561,clip_c8_20260727_150740.avi,35,c8,4,1500.5,108.7,92.4,224.3,0,12
562,clip_c8_20260727_150740.avi,36,c8,4,1500.5,102.7,103.4,230.3,0,12
563,clip_c8_20260727_150740.avi,37,c8,4,1521.5,101.7,101.4,222.3,0,12
564,clip_c8_20260727_150740.avi,38,c8,4,1558.5,97.7,87.4,214.3,0,12
565,clip_c8_20260727_150740.avi,39,c8,4,1569.3,97.7,99.8,214.3,0,12
566,clip_c8_20260727_150740.avi,40,c8,4,1574.7,97.7,101.4,214.3,0,12
567,clip_c8_20260727_150740.avi,41,c8,4,1624.3,97.7,61.0,197.6,1,12
568,clip_c8_20260727_150740.avi,42,c8,4,1632.4,97.7,81.4,197.6,1,12
584,clip_c10_20260727_165919.avi,0,c10,5,1.6,793.79,255.86,286.21,1,13
585,clip_c10_20260727_165919.avi,1,c10,5,3.1,709.9,254.36,366.3,0,13
586,clip_c10_20260727_165919.avi,2,c10,5,37.4,665.7,251.3,396.7,0,13
587,clip_c10_20260727_165919.avi,3,c10,5,55.7,626.0,236.1,361.6,0,13
588,clip_c10_20260727_165919.avi,4,c10,5,138.1,548.2,225.4,379.9,0,13
589,clip_c10_20260727_165919.avi,5,c10,5,156.4,513.1,210.2,340.2,0,13
590,clip_c10_20260727_165919.avi,6,c10,5,190.0,479.5,189.6,355.5,0,13
591,clip_c10_20260727_165919.avi,7,c10,5,232.7,423.8,158.3,308.2,0,13
592,clip_c10_20260727_165919.avi,8,c10,5,283.8,385.7,169.7,339.4,0,13
593,clip_c10_20260727_165919.avi,9,c10,5,309.7,359.8,143.8,295.9,0,13
594,clip_c10_20260727_165919.avi,10,c10,5,329.5,344.5,124.0,304.3,0,13
595,clip_c10_20260727_165919.avi,11,c10,5,354.7,327.0,129.3,305.8,0,13
596,clip_c10_20260727_165919.avi,12,c10,5,369.2,307.2,114.8,281.4,0,13
597,clip_c10_20260727_165919.avi,13,c10,5,389.0,291.9,142.3,279.9,0,13
598,clip_c10_20260727_165919.avi,14,c10,5,408.8,282.7,133.2,289.1,0,13
599,clip_c10_20260727_165919.avi,15,c10,5,430.2,261.3,114.9,254.8,0,13
600,clip_c10_20260727_165919.avi,16,c10,5,443.9,246.0,102.7,264.8,0,13
601,clip_c10_20260727_165919.avi,17,c10,5,461.4,239.1,113.4,261.0,0,13
602,clip_c10_20260727_165919.avi,18,c10,5,484.3,221.6,90.5,232.7,0,13
603,clip_c10_20260727_165919.avi,19,c10,5,493.5,211.7,115.6,242.6,0,13
604,clip_c10_20260727_165919.avi,20,c10,5,518.7,203.3,101.1,238.0,0,13
605,clip_c10_20260727_165919.avi,21,c10,5,530.1,190.3,89.7,216.7,0,13
606,clip_c10_20260727_165919.avi,22,c10,5,539.3,181.9,95.8,225.1,0,13
607,clip_c10_20260727_165919.avi,23,c10,5,553.0,177.3,82.1,219.8,0,13
608,clip_c10_20260727_165919.avi,24,c10,5,575.1,158.2,89.0,207.6,0,13
609,clip_c10_20260727_165919.avi,25,c10,5,589.6,153.6,74.5,200.0,0,13
610,clip_c10_20260727_165919.avi,26,c10,5,592.7,142.9,76.0,189.3,0,13
611,clip_c10_20260727_165919.avi,27,c10,5,610.2,130.7,66.1,173.3,0,13
612,clip_c10_20260727_165919.avi,28,c10,5,613.3,130.7,72.2,173.3,0,13
613,clip_c10_20260727_165919.avi,29,c10,5,619.4,123.1,69.9,155.7,0,13
614,clip_c10_20260727_165919.avi,30,c10,5,625.5,115.5,63.8,163.3,0,13
615,clip_c10_20260727_165919.avi,31,c10,5,625.5,115.5,63.8,157.2,0,13
616,clip_c10_20260727_165919.avi,32,c10,5,625.5,109.4,63.8,156.4,0,13
617,clip_c10_20260727_165919.avi,33,c10,5,625.5,109.4,63.8,154.1,0,13
618,clip_c10_20260727_165919.avi,34,c10,5,625.5,103.3,63.8,147.2,0,13
619,clip_c10_20260727_165919.avi,35,c10,5,625.5,94.9,63.8,152.5,0,13
620,clip_c10_20260727_165919.avi,36,c10,5,625.5,94.9,63.8,144.85,0,13
621,clip_c10_20260727_165919.avi,37,c10,5,625.5,94.9,63.8,137.2,0,13
622,clip_c10_20260727_165919.avi,38,c10,5,625.5,90.3,63.8,141.8,0,13
623,clip_c10_20260727_165919.avi,39,c10,5,633.1,90.3,56.2,130.3,0,13
624,clip_c10_20260727_165919.avi,40,c10,5,639.2,83.4,50.1,137.2,0,13
625,clip_c10_20260727_165919.avi,41,c10,5,642.3,83.4,47.0,128.0,0,13
626,clip_c10_20260727_165919.avi,42,c10,5,642.3,82.4,47.0,122.9,0,13
627,clip_c10_20260727_165919.avi,43,c10,5,646.0,82.4,46.0,122.9,0,13
628,clip_c10_20260727_165919.avi,44,c10,5,646.0,75.9,46.0,115.2,0,13
634,clip_c11_20260727_170139.avi,0,c11,5,1665.0,551.41,181.2,359.09,0,14
635,clip_c11_20260727_170139.avi,1,c11,5,1628.9,551.41,189.4,351.69,0,14
636,clip_c11_20260727_170139.avi,2,c11,5,1628.9,539.9,163.2,363.2,0,14
637,clip_c11_20260727_170139.avi,3,c11,5,1628.9,526.0,140.2,377.1,0,14
638,clip_c11_20260727_170139.avi,4,c11,5,1519.0,526.0,250.1,377.1,0,14
639,clip_c11_20260727_170139.avi,5,c11,5,1502.6,513.7,189.4,389.4,0,14
640,clip_c11_20260727_170139.avi,6,c11,5,1502.6,496.5,155.8,382.8,0,14
641,clip_c11_20260727_170139.avi,7,c11,5,1386.2,487.5,219.7,379.5,0,14
642,clip_c11_20260727_170139.avi,8,c11,5,1360.0,480.9,200.8,375.4,0,14
643,clip_c11_20260727_170139.avi,9,c11,5,1360.0,455.1,144.8,378.6,0,14
644,clip_c11_20260727_170139.avi,10,c11,5,1293.2,444.9,178.6,388.8,0,14
645,clip_c11_20260727_170139.avi,11,c11,5,1236.5,435.6,182.0,398.1,0,14
646,clip_c11_20260727_170139.avi,12,c11,5,1236.5,417.0,139.7,380.3,0,14
647,clip_c11_20260727_170139.avi,13,c11,5,1157.8,399.2,175.2,376.9,0,14
648,clip_c11_20260727_170139.avi,14,c11,5,1120.6,395.8,170.1,372.7,0,14
649,clip_c11_20260727_170139.avi,15,c11,5,1120.6,374.6,128.6,349.9,0,14
650,clip_c11_20260727_170139.avi,16,c11,5,1120.6,361.1,104.1,358.3,0,14
651,clip_c11_20260727_170139.avi,17,c11,5,1069.0,358.6,126.9,359.1,0,14
652,clip_c11_20260727_170139.avi,18,c11,5,1031.8,343.4,139.6,348.9,0,14
653,clip_c11_20260727_170139.avi,19,c11,5,1007.3,325.6,141.3,328.6,0,14
654,clip_c11_20260727_170139.avi,20,c11,5,971.8,325.6,132.0,328.6,0,14
655,clip_c11_20260727_170139.avi,21,c11,5,958.3,315.4,145.5,316.0,0,14
656,clip_c11_20260727_170139.avi,22,c11,5,932.9,302.7,120.1,297.4,0,14
657,clip_c11_20260727_170139.avi,23,c11,5,919.4,299.3,114.1,300.8,0,14
658,clip_c11_20260727_170139.avi,24,c11,5,892.3,295.1,120.0,292.3,0,14
659,clip_c11_20260727_170139.avi,25,c11,5,892.3,283.3,104.8,271.9,0,14
660,clip_c11_20260727_170139.avi,26,c11,5,878.8,274.8,99.7,280.4,0,14
661,clip_c11_20260727_170139.avi,27,c11,5,872.9,274.8,87.0,271.1,0,14
662,clip_c11_20260727_170139.avi,28,c11,5,850.1,264.6,97.1,253.4,0,14
663,clip_c11_20260727_170139.avi,29,c11,5,828.9,257.8,107.3,256.0,0,14
664,clip_c11_20260727_170139.avi,30,c11,5,822.1,257.8,114.1,250.1,0,14
665,clip_c11_20260727_170139.avi,31,c11,5,822.1,250.2,98.0,234.9,0,14
666,clip_c11_20260727_170139.avi,32,c11,5,833.9,243.4,86.2,233.2,0,14
667,clip_c11_20260727_170139.avi,33,c11,5,833.9,243.4,67.6,228.1,0,14
668,clip_c11_20260727_170139.avi,34,c11,5,811.9,236.6,84.5,225.6,0,14
669,clip_c11_20260727_170139.avi,35,c11,5,799.2,229.8,92.1,215.5,0,14
670,clip_c11_20260727_170139.avi,36,c11,5,796.7,229.8,108.1,215.5,0,14
671,clip_c11_20260727_170139.avi,37,c11,5,795.0,225.6,112.3,212.1,0,14
672,clip_c11_20260727_170139.avi,38,c11,5,800.8,216.4,86.1,199.6,0,14
673,clip_c11_20260727_170139.avi,39,c11,5,808.7,215.6,73.2,200.4,0,14
674,clip_c11_20260727_170139.avi,40,c11,5,804.1,216.0,72.8,194.6,0,14
675,clip_c11_20260727_170139.avi,41,c11,5,804.1,210.2,72.8,184.1,0,14
676,clip_c11_20260727_170139.avi,42,c11,5,807.4,207.3,64.1,187.0,0,14
677,clip_c11_20260727_170139.avi,43,c11,5,807.4,207.3,64.1,182.0,0,14
678,clip_c11_20260727_170139.avi,44,c11,5,807.4,202.7,59.9,172.0,0,14
679,clip_c11_20260727_170139.avi,45,c11,5,802.0,202.7,61.1,171.2,0,14
680,clip_c11_20260727_170139.avi,46,c11,5,798.2,202.7,57.0,166.6,0,14
681,clip_c11_20260727_170139.avi,47,c11,5,789.0,196.4,66.2,162.1,0,14
682,clip_c11_20260727_170139.avi,48,c11,5,784.8,193.5,59.6,162.5,0,14
683,clip_c11_20260727_170139.avi,49,c11,5,781.9,193.5,55.8,160.0,0,14
684,clip_c11_20260727_170139.avi,50,c11,5,775.2,193.5,58.7,153.3,0,14
685,clip_c11_20260727_170139.avi,51,c11,5,775.2,186.0,58.7,155.8,0,14
686,clip_c11_20260727_170139.avi,52,c11,5,775.2,186.0,49.5,155.8,0,14
687,clip_c11_20260727_170139.avi,53,c11,5,775.2,186.0,41.6,146.2,0,14
688,clip_c11_20260727_170139.avi,54,c11,5,775.2,180.2,37.4,147.8,0,14
689,clip_c11_20260727_170139.avi,55,c11,5,775.2,180.2,33.2,147.8,0,14
690,clip_c11_20260727_170139.avi,56,c11,5,775.2,178.1,29.0,139.1,0,14
691,clip_c11_20260727_170139.avi,57,c11,5,775.2,178.1,24.4,139.1,1,14
692,clip_c11_20260727_170139.avi,58,c11,5,775.2,178.1,19.4,134.5,1,14
